train,test
-273.96434292018034,-273.96434292018034
-141.7267704320867,-141.7267704320867
-256.3322141398881,-256.3322141398881
-212.7115350663714,-212.7115350663714
-115.60087943451092,-115.60087943451092
-130.56708773833844,-130.56708773833844
-223.10310587956448,-223.10310587956448
-113.49598672534503,-113.49598672534503
-279.1618737623816,-279.1618737623816
-215.24175066314058,-215.24175066314058
-187.49402190551925,-187.49402190551925
-226.1956261883693,-226.1956261883693
-202.25848655905122,-202.25848655905122
-257.06467409050845,-257.06467409050845
-163.65938355500901,-163.65938355500901
-258.2532681732896,-258.2532681732896
-207.4607127849269,-207.4607127849269
-245.5479671060134,-245.5479671060134
-180.4652036173581,-180.4652036173581
-208.38583970335694,-208.38583970335694
-188.79007695514179,-188.79007695514179
-225.2790956946449,-225.2790956946449
-189.81446387735326,-189.81446387735326
-246.74849384867144,-246.74849384867144
-186.21911981665994,-186.21911981665994
-258.48185773939235,-258.48185773939235
-80.59389896350385,-80.59389896350385
-131.51103055079298,-131.51103055079298
-104.92268923387996,-104.92268923387996
-216.51360924997118,-216.51360924997118
-178.82228880355916,-178.82228880355916
-246.3291052692859,-246.3291052692859
-213.7627081824655,-213.7627081824655
-241.43899571929092,-241.43899571929092
-160.97528571081952,-160.97528571081952
-123.27805506784537,-123.27805506784537
-243.3244256309968,-243.3244256309968
-82.09108624117505,-82.09108624117505
-192.86764183309768,-192.86764183309768
-232.1321707836506,-232.1321707836506
-160.2285957610254,-160.2285957610254
-162.93697935903057,-162.93697935903057
-75.03052596666676,-75.03052596666676
-147.57916738306625,-147.57916738306625
-70.27793287755067,-70.27793287755067
-179.09514862134776,-179.09514862134776
-73.16928552026611,-73.16928552026611
-214.20916975251407,-214.20916975251407
-72.14629539010221,-72.14629539010221
-64.92493536126719,-64.92493536126719
-137.85019913664325,-137.85019913664325
-130.3700210782477,-130.3700210782477
-184.25578909513533,-184.25578909513533
-69.8577651670449,-69.8577651670449
-184.86867961855862,-184.86867961855862
-210.1121185951423,-210.1121185951423
-200.06640231664736,-200.06640231664736
-89.69064569242872,-89.69064569242872
-175.49265326153179,-175.49265326153179
-85.35884098090142,-85.35884098090142
-70.40333780571754,-70.40333780571754
-250.36878476393184,-250.36878476393184
-110.78977650828502,-110.78977650828502
-88.18044271439689,-88.18044271439689
-169.5179538591943,-169.5179538591943
-171.1842201876585,-171.1842201876585
-296.411564625156,-296.411564625156
15.999328288218468,15.999328288218468
-245.51956812476124,-245.51956812476124
-152.4738308435164,-152.4738308435164
-307.0806308890303,-307.0806308890303
-133.18970891826922,-133.18970891826922
-257.2188963466485,-257.2188963466485
-256.0638010180462,-256.0638010180462
-181.15561724040748,-181.15561724040748
-63.50905347788887,-63.50905347788887
-15.644279450705874,-15.644279450705874
-99.0502836374892,-99.0502836374892
-98.78653467800748,-98.78653467800748
-247.0513869844289,-247.0513869844289
-234.9887384834679,-234.9887384834679
-147.90156573391144,-147.90156573391144
-140.7724033650258,-140.7724033650258
-158.98828651593368,-158.98828651593368
-195.07212897649399,-195.07212897649399
-265.9680677114756,-265.9680677114756
-176.06455296385985,-176.06455296385985
-196.26321662887364,-196.26321662887364
-42.04920474485492,-42.04920474485492
-216.3346329018383,-216.3346329018383
-154.64200617858086,-154.64200617858086
-284.74357148819945,-284.74357148819945
-17.236492988139457,-17.236492988139457
-243.95834287490337,-243.95834287490337
-74.89236443765719,-74.89236443765719
-149.88535004042183,-149.88535004042183
-109.29224037165045,-109.29224037165045
61.73811118464833,61.73811118464833
-174.54654446087218,-174.54654446087218
-167.41669603161404,-167.41669603161404
-84.4194896711221,-84.4194896711221
-233.94729911666366,-233.94729911666366
33.82484095884373,33.82484095884373
-235.66498102306952,-235.66498102306952
-268.50174251201304,-268.50174251201304
-174.2551192138545,-174.2551192138545
-230.09468006150547,-230.09468006150547
-154.60330600347461,-154.60330600347461
-99.58634606111303,-99.58634606111303
-225.61934047505724,-225.61934047505724
-223.0894071865597,-223.0894071865597
-119.18969123978913,-119.18969123978913
-202.57965469797992,-202.57965469797992
-156.06902551264363,-156.06902551264363
-210.89503108767627,-210.89503108767627
-65.82318428990484,-65.82318428990484
-89.66869594986831,-89.66869594986831
36.52847589434093,36.52847589434093
-159.0947035385671,-159.0947035385671
-141.47719290106534,-141.47719290106534
-190.66294442916924,-190.66294442916924
-154.25101372414076,-154.25101372414076
-78.02919570913463,-78.02919570913463
-48.77721120018968,-48.77721120018968
-195.37208962204505,-195.37208962204505
-184.28143369734008,-184.28143369734008
-103.42060880090854,-103.42060880090854
-94.82066285852754,-94.82066285852754
-183.30008439037348,-183.30008439037348
-234.37374438064685,-234.37374438064685
-171.47643291559578,-171.47643291559578
-332.39537173345275,-332.39537173345275
-124.96979315297767,-124.96979315297767
-186.07187899565312,-186.07187899565312
-270.2854758817662,-270.2854758817662
-239.1585002342037,-239.1585002342037
-264.8078538315977,-264.8078538315977
-213.90294509126335,-213.90294509126335
-10.794784477578213,-10.794784477578213
-275.8453762029838,-275.8453762029838
-157.11649529833025,-157.11649529833025
-165.08417955704172,-165.08417955704172
72.42793198702995,72.42793198702995
-266.8284937648838,-266.8284937648838
-260.66069348208725,-260.66069348208725
-169.72591967314852,-169.72591967314852
-253.7821152816453,-253.7821152816453
-61.20290955576674,-61.20290955576674
-107.30534845933846,-107.30534845933846
-157.61222692612682,-157.61222692612682
-83.2571414963796,-83.2571414963796
-267.20981133253395,-267.20981133253395
-193.00335861028418,-193.00335861028418
-167.47257042342034,-167.47257042342034
-126.7050136966582,-126.7050136966582
-267.3414645182104,-267.3414645182104
-212.90334117877217,-212.90334117877217
-111.59920752991808,-111.59920752991808
-205.6444767045076,-205.6444767045076
-16.835468796159045,-16.835468796159045
-321.82073532821147,-321.82073532821147
-333.6972486446126,-333.6972486446126
-224.6912235382542,-224.6912235382542
-122.76251589947336,-122.76251589947336
-255.61625108778125,-255.61625108778125
-107.43682400728278,-107.43682400728278
-263.35370521286086,-263.35370521286086
-135.99111823826655,-135.99111823826655
-240.70885619616766,-240.70885619616766
-129.19483334482027,-129.19483334482027
-238.14652970286357,-238.14652970286357
-286.12150760115304,-286.12150760115304
-13.343875732536873,-13.343875732536873
-412.51712566446406,-412.51712566446406
-194.33593649741522,-194.33593649741522
-297.1774059846432,-297.1774059846432
-28.792248355795035,-28.792248355795035
48.240073658470486,48.240073658470486
-267.6612041286149,-267.6612041286149
-290.1188896750008,-290.1188896750008
-290.3639816974534,-290.3639816974534
-244.24850008231223,-244.24850008231223
-240.73763777876874,-240.73763777876874
-276.0659139996511,-276.0659139996511
-249.6804693842226,-249.6804693842226
-165.69959171515862,-165.69959171515862
-180.9239450342162,-180.9239450342162
-164.85397889215363,-164.85397889215363
-215.8638985284627,-215.8638985284627
-192.17333678780648,-192.17333678780648
-392.74895654421977,-392.74895654421977
-183.1619451471823,-183.1619451471823
-268.3894603834551,-268.3894603834551
-207.57155087842509,-207.57155087842509
-253.2264021704005,-253.2264021704005
-158.25325886289116,-158.25325886289116
-344.31406495475323,-344.31406495475323
-205.80721313328053,-205.80721313328053
-225.49216562150062,-225.49216562150062
-130.89459002083257,-130.89459002083257
-239.75549348397521,-239.75549348397521
-88.31724129762421,-88.31724129762421
14.98238463635183,14.98238463635183
-248.49596639875745,-248.49596639875745
-191.81585212116747,-191.81585212116747
-190.64102029958943,-190.64102029958943
-238.93457844800602,-238.93457844800602
-274.0466641437724,-274.0466641437724
-248.67447437441544,-248.67447437441544
-281.45733440007746,-281.45733440007746
-259.44750449107306,-259.44750449107306
-173.995713672173,-173.995713672173
-214.85734873821156,-214.85734873821156
-351.50799355890024,-351.50799355890024
-109.13093111133642,-109.13093111133642
-246.957392567454,-246.957392567454
-157.37187735762294,-157.37187735762294
52.994707115066745,52.994707115066745
-319.3134592478593,-319.3134592478593
-250.99950708480787,-250.99950708480787
-83.29397204816475,-83.29397204816475
-209.85397394766008,-209.85397394766008
-271.0449129071049,-271.0449129071049
-258.7417482964424,-258.7417482964424
-128.58007017790888,-128.58007017790888
-268.2437886772918,-268.2437886772918
-329.04596448026336,-329.04596448026336
-15.142364715535564,-15.142364715535564
-176.47559154771182,-176.47559154771182
-249.75954641873224,-249.75954641873224
-154.13807677846663,-154.13807677846663
-190.45851297076044,-190.45851297076044
-216.8580574194212,-216.8580574194212
-363.1455377887022,-363.1455377887022
-186.48919400836482,-186.48919400836482
-194.2938459985367,-194.2938459985367
-75.03407806395236,-75.03407806395236
36.97880262393293,36.97880262393293
-282.5848712136066,-282.5848712136066
-284.3136467500971,-284.3136467500971
-87.4432763097659,-87.4432763097659
-200.9697809527568,-200.9697809527568
-168.3726567411904,-168.3726567411904
-98.69313861511371,-98.69313861511371
-203.90836577271068,-203.90836577271068
-236.19774142227604,-236.19774142227604
-234.4195596668271,-234.4195596668271
-232.468330581667,-232.468330581667
-292.50212948914515,-292.50212948914515
-242.8024912081852,-242.8024912081852
-276.22912700926577,-276.22912700926577
-125.44827705929262,-125.44827705929262
-200.01081062475035,-200.01081062475035
-297.88403750084956,-297.88403750084956
-238.2282829395448,-238.2282829395448
-123.49366796623148,-123.49366796623148
-190.79921796463407,-190.79921796463407
-286.38197761689094,-286.38197761689094
-297.1323922298049,-297.1323922298049
-180.52344669446148,-180.52344669446148
-129.94150501944222,-129.94150501944222
-53.51340389971334,-53.51340389971334
11.541426564655442,11.541426564655442
-263.60184969961637,-263.60184969961637
-317.1771133154463,-317.1771133154463
-303.635075175622,-303.635075175622
-265.6811075464765,-265.6811075464765
-251.99431532785093,-251.99431532785093
-232.93858397725245,-232.93858397725245
-160.5644635841262,-160.5644635841262
-281.56338663298436,-281.56338663298436
-83.14822880136983,-83.14822880136983
-76.46908289117368,-76.46908289117368
-148.5391405034007,-148.5391405034007
-231.03394439479132,-231.03394439479132
-151.255730432652,-151.255730432652
-183.16947588170623,-183.16947588170623
-102.98304795983073,-102.98304795983073
-134.9755394292789,-134.9755394292789
-145.97781620906844,-145.97781620906844
-10.263432448015635,-10.263432448015635
-171.19107192927697,-171.19107192927697
-62.71280289551285,-62.71280289551285
-209.28966713384125,-209.28966713384125
-45.920027801655976,-45.920027801655976
-36.60366765913207,-36.60366765913207
-254.61944249496327,-254.61944249496327
-70.68841623635528,-70.68841623635528
-294.56041733236253,-294.56041733236253
-197.7719376422507,-197.7719376422507
-285.23379383898987,-285.23379383898987
-222.65225564060543,-222.65225564060543
-159.57881555150763,-159.57881555150763
-187.3632101508524,-187.3632101508524
-43.856710848743326,-43.856710848743326
-338.13982572949345,-338.13982572949345
-320.26047106811035,-320.26047106811035
-349.2805059663108,-349.2805059663108
-262.08916258097844,-262.08916258097844
-172.12409681515564,-172.12409681515564
-222.63514017573337,-222.63514017573337
-286.8164015341671,-286.8164015341671
-24.186319144279558,-24.186319144279558
-311.2665377261386,-311.2665377261386
-169.17222321481046,-169.17222321481046
-364.02325361666647,-364.02325361666647
-320.11134055840364,-320.11134055840364
-90.89899054108913,-90.89899054108913
-153.11613799533205,-153.11613799533205
-253.5238410562714,-253.5238410562714
-255.91787120142257,-255.91787120142257
-113.57500960802633,-113.57500960802633
-203.66308381743698,-203.66308381743698
-234.46425385890447,-234.46425385890447
-281.15519849006057,-281.15519849006057
-303.87641022675956,-303.87641022675956
-237.65255054678772,-237.65255054678772
-196.5050889584725,-196.5050889584725
-300.05754639621256,-300.05754639621256
-191.55135850015714,-191.55135850015714
-93.87660837601634,-93.87660837601634
-178.79513191425923,-178.79513191425923
-22.249773720314497,-22.249773720314497
-145.40973624129964,-145.40973624129964
-224.00464842652755,-224.00464842652755
-184.73058467238795,-184.73058467238795
-297.4166385578212,-297.4166385578212
